all	1221	1	21282	0.0000470
all	1232	1	21282	0.0000470
all	1243	1	21282	0.0000470
all	1253	1	21282	0.0000470
all	1269	1	21282	0.0000470
all	1275	1	21282	0.0000470
all	1279	1	21282	0.0000470
all	1319	1	21282	0.0000470
all	1349	1	21282	0.0000470
all	1370	1	21282	0.0000470
all	1373	1	21282	0.0000470
all	1374	1	21282	0.0000470
all	1396	1	21282	0.0000470
all	1411	1	21282	0.0000470
all	1433	1	21282	0.0000470
all	1447	1	21282	0.0000470
all	1449	1	21282	0.0000470
all	1455	1	21282	0.0000470
all	1463	1	21282	0.0000470
all	1472	1	21282	0.0000470
all	1478	2	21282	0.0000940
all	1480	1	21282	0.0000470
all	1494	1	21282	0.0000470
all	1495	1	21282	0.0000470
all	1515	1	21282	0.0000470
all	1524	1	21282	0.0000470
all	1545	2	21282	0.0000940
all	1549	2	21282	0.0000940
all	1560	1	21282	0.0000470
all	1567	1	21282	0.0000470
all	1572	1	21282	0.0000470
all	1577	1	21282	0.0000470
all	1591	1	21282	0.0000470
all	1605	1	21282	0.0000470
all	1615	1	21282	0.0000470
all	1624	1	21282	0.0000470
all	1627	1	21282	0.0000470
all	1630	1	21282	0.0000470
all	1631	1	21282	0.0000470
all	1635	1	21282	0.0000470
all	1637	2	21282	0.0000940
all	1654	1	21282	0.0000470
all	1656	1	21282	0.0000470
all	1659	1	21282	0.0000470
all	1671	1	21282	0.0000470
all	1677	1	21282	0.0000470
all	1680	1	21282	0.0000470
all	1685	2	21282	0.0000940
all	1686	1	21282	0.0000470
all	1687	1	21282	0.0000470
all	1688	1	21282	0.0000470
all	1689	1	21282	0.0000470
all	1691	1	21282	0.0000470
all	1693	1	21282	0.0000470
all	1696	1	21282	0.0000470
all	1700	1	21282	0.0000470
all	1705	1	21282	0.0000470
all	1707	1	21282	0.0000470
all	1708	1	21282	0.0000470
all	1710	1	21282	0.0000470
all	1712	1	21282	0.0000470
all	1713	2	21282	0.0000940
all	1716	1	21282	0.0000470
all	1719	1	21282	0.0000470
all	1723	2	21282	0.0000940
all	1726	1	21282	0.0000470
all	1728	1	21282	0.0000470
all	1734	1	21282	0.0000470
all	1740	1	21282	0.0000470
all	1742	1	21282	0.0000470
all	1749	1	21282	0.0000470
all	1751	2	21282	0.0000940
all	1756	1	21282	0.0000470
all	1758	1	21282	0.0000470
all	1767	1	21282	0.0000470
all	1785	1	21282	0.0000470
all	1798	2	21282	0.0000940
all	1808	1	21282	0.0000470
all	1820	1	21282	0.0000470
all	1822	1	21282	0.0000470
all	1824	1	21282	0.0000470
all	1828	1	21282	0.0000470
