all	147	1	23498	0.0000426
all	149	1	23498	0.0000426
all	185	1	23498	0.0000426
all	189	1	23498	0.0000426
all	222	1	23498	0.0000426
all	265	1	23498	0.0000426
all	269	1	23498	0.0000426
all	278	1	23498	0.0000426
all	286	1	23498	0.0000426
all	288	1	23498	0.0000426
all	301	1	23498	0.0000426
all	313	1	23498	0.0000426
all	315	1	23498	0.0000426
all	318	1	23498	0.0000426
all	319	2	23498	0.0000851
all	324	2	23498	0.0000851
all	325	2	23498	0.0000851
all	326	18	23498	0.0007660
all	327	13	23498	0.0005532
all	329	1	23498	0.0000426
all	333	2	23498	0.0000851
all	338	1	23498	0.0000426
all	343	1	23498	0.0000426
all	363	1	23498	0.0000426
all	365	2	23498	0.0000851
all	379	2	23498	0.0000851
all	380	1	23498	0.0000426
all	384	1	23498	0.0000426
all	386	2	23498	0.0000851
all	389	3	23498	0.0001277
all	397	1	23498	0.0000426
all	398	1	23498	0.0000426
all	401	3	23498	0.0001277
all	402	1	23498	0.0000426
all	404	1	23498	0.0000426
all	406	1	23498	0.0000426
all	408	1	23498	0.0000426
all	409	1	23498	0.0000426
all	410	1	23498	0.0000426
all	411	1	23498	0.0000426
all	413	1	23498	0.0000426
all	414	1	23498	0.0000426
all	415	1	23498	0.0000426
all	416	2	23498	0.0000851
all	417	1	23498	0.0000426
all	418	1	23498	0.0000426
all	421	1	23498	0.0000426
all	422	2	23498	0.0000851
all	429	1	23498	0.0000426
all	453	2	23498	0.0000851
all	470	1	23498	0.0000426
all	473	1	23498	0.0000426
all	476	1	23498	0.0000426
all	491	1	23498	0.0000426
all	501	9	23498	0.0003830
all	502	17	23498	0.0007235
all	503	2	23498	0.0000851
all	504	13	23498	0.0005532
all	505	79	23498	0.0033620
all	506	3	23498	0.0001277
all	507	1	23498	0.0000426
all	508	1	23498	0.0000426
all	511	2	23498	0.0000851
all	512	1	23498	0.0000426
all	514	1	23498	0.0000426
all	517	1	23498	0.0000426
all	518	2	23498	0.0000851
all	519	1	23498	0.0000426
all	521	1	23498	0.0000426
all	522	1	23498	0.0000426
all	524	2	23498	0.0000851
all	525	2	23498	0.0000851
all	526	4	23498	0.0001702
all	527	6	23498	0.0002553
all	528	9	23498	0.0003830
all	529	24	23498	0.0010214
all	530	20	23498	0.0008511
all	531	14	23498	0.0005958
all	532	27	23498	0.0011490
all	533	1	23498	0.0000426
all	536	3	23498	0.0001277
all	537	5	23498	0.0002128
all	538	4	23498	0.0001702
all	539	4	23498	0.0001702
all	544	1	23498	0.0000426
all	551	1	23498	0.0000426
all	552	1	23498	0.0000426
all	553	5	23498	0.0002128
all	554	2	23498	0.0000851
all	614	4	23498	0.0001702
all	615	1	23498	0.0000426
all	616	9	23498	0.0003830
all	617	2	23498	0.0000851
all	618	5	23498	0.0002128
all	619	3	23498	0.0001277
all	620	1	23498	0.0000426
all	623	1	23498	0.0000426
all	624	3	23498	0.0001277
all	625	5	23498	0.0002128
all	626	2	23498	0.0000851
all	627	10	23498	0.0004256
all	628	1	23498	0.0000426
all	629	7	23498	0.0002979
all	630	2	23498	0.0000851
all	631	5	23498	0.0002128
all	632	35	23498	0.0014895
all	633	9	23498	0.0003830
all	634	14	23498	0.0005958
all	656	1	23498	0.0000426
all	805	2	23498	0.0000851
all	806	37	23498	0.0015746
all	807	32	23498	0.0013618
all	808	30	23498	0.0012767
all	816	3	23498	0.0001277
all	817	13	23498	0.0005532
all	818	23	23498	0.0009788
all	819	15	23498	0.0006384
all	820	14	23498	0.0005958
all	921	22	23498	0.0009362
all	922	1	23498	0.0000426
all	923	33	23498	0.0014044
all	924	72	23498	0.0030641
all	925	48	23498	0.0020427
all	926	15	23498	0.0006384
all	927	1	23498	0.0000426
all	938	8	23498	0.0003405
all	940	1	23498	0.0000426
all	941	1	23498	0.0000426
all	942	9	23498	0.0003830
all	943	8	23498	0.0003405
all	944	27	23498	0.0011490
all	945	11	23498	0.0004681
all	946	7	23498	0.0002979
all	947	1	23498	0.0000426
all	998	5	23498	0.0002128
all	999	31	23498	0.0013193
all	1005	1	23498	0.0000426
all	1007	1	23498	0.0000426
all	1013	1	23498	0.0000426
all	1033	9	23498	0.0003830
all	1034	34	23498	0.0014469
all	1035	4	23498	0.0001702
all	1036	6	23498	0.0002553
all	1037	22	23498	0.0009362
all	1038	28	23498	0.0011916
all	1039	21	23498	0.0008937
all	1047	1	23498	0.0000426
all	1063	14	23498	0.0005958
all	1064	31	23498	0.0013193
all	1065	3	23498	0.0001277
all	1066	19	23498	0.0008086
all	1082	24	23498	0.0010214
all	1083	21	23498	0.0008937
all	1084	30	23498	0.0012767
all	1093	1	23498	0.0000426
all	1150	2	23498	0.0000851
all	1151	11	23498	0.0004681
all	1152	8	23498	0.0003405
all	1153	5	23498	0.0002128
all	1154	50	23498	0.0021278
all	1155	14	23498	0.0005958
all	1158	3	23498	0.0001277
all	1159	13	23498	0.0005532
all	1160	1	23498	0.0000426
all	1189	1	23498	0.0000426
all	1205	1	23498	0.0000426
all	1206	1	23498	0.0000426
all	1207	1	23498	0.0000426
all	1208	1	23498	0.0000426
all	1213	1	23498	0.0000426
all	1225	1	23498	0.0000426
all	1227	18	23498	0.0007660
all	1228	6	23498	0.0002553
all	1229	3	23498	0.0001277
all	1230	11	23498	0.0004681
all	1231	17	23498	0.0007235
all	1232	14	23498	0.0005958
all	1233	15	23498	0.0006384
all	1234	9	23498	0.0003830
all	1235	2	23498	0.0000851
all	1279	11	23498	0.0004681
all	1280	10	23498	0.0004256
all	1281	20	23498	0.0008511
